TOA5,43467,CR800,43467,CR800.Std.32.02,CPU:AWI_V2.1_Katrin.CR8,5929,OperatorView,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Counter,DepthCm,BattVolts,latitude_a,latitude_b,Longitude_a,Longitude_b,fix_quality,nmbr_satellites,HDOP,altitudeB,DepthVolts,LatitudeDDDDD,LongitudeDDDDD,month,dayofmonth,hourofday,minutes,seconds,microseconds
TS,RN,,,,degrees,minutes,degrees,minutes,unitless,,,,,,,,,,,,
,,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp
2019-12-19 07:18:17.33,9692,100577,12,12.41,86,40.838,112,49.3689,1,10,0.8,-6.9,0.773,0.6806334,0.822815,12,19,7,18,16,640000
2019-12-19 07:18:21.59,9693,100578,12.57,12.41,86,40.8375,112,49.3812,1,10,0.8,-6.8,0.809,0.680625,0.82302,12,19,7,18,20,910000
2019-12-19 07:18:26.59,9694,100579,9.5,12.42,86,40.8369,112,49.3982,1,10,0.8,-6.7,0.613,0.680615,0.8233034,12,19,7,18,25,910000
2019-12-19 07:18:30.95,9695,100580,9.61,12.4,86,40.8363,112,49.4113,1,10,0.8,-6.7,0.62,0.680605,0.8235217,12,19,7,18,30,270000
2019-12-19 07:18:35.97,9696,100581,10.29,12.42,86,40.8358,112,49.4269,1,10,0.8,-6.7,0.664,0.6805966,0.8237817,12,19,7,18,35,290000
2019-12-19 07:18:40.74,9697,100582,11.71,12.41,86,40.8352,112,49.4392,1,10,0.8,-6.7,0.755,0.6805867,0.8239867,12,19,7,18,40,60000
2019-12-19 07:18:45.49,9698,100583,18.43,12.41,86,40.8344,112,49.4567,1,10,0.8,-6.7,1.185,0.6805734,0.8242783,12,19,7,18,44,810000
2019-12-19 07:18:50.1,9699,100584,16.43,12.42,86,40.8339,112,49.473,1,10,0.8,-6.8,1.057,0.680565,0.82455,12,19,7,18,49,420000
2019-12-19 07:18:55.45,9700,100585,17.34,12.41,86,40.8334,112,49.4851,1,10,0.8,-6.8,1.116,0.6805566,0.8247517,12,19,7,18,54,770000
2019-12-19 07:18:59.98,9701,100586,16.32,12.4,86,40.8328,112,49.4999,1,10,0.8,-6.8,1.05,0.6805467,0.8249983,12,19,7,18,59,300000
2019-12-19 07:19:04.45,9702,100587,15.75,12.42,86,40.8323,112,49.5133,1,10,0.8,-6.9,1.014,0.6805383,0.8252217,12,19,7,19,3,770000
2019-12-19 07:19:08.81,9703,100588,12.79,12.41,86,40.832,112,49.5276,1,10,0.8,-7,0.824,0.6805334,0.82546,12,19,7,19,8,130000
2019-12-19 07:19:13.34,9704,100589,8.47,12.41,86,40.8312,112,49.5484,1,10,0.8,-6.9,0.547,0.68052,0.8258066,12,19,7,19,12,660000
2019-12-19 07:19:18.02,9705,100590,10.63,12.41,86,40.8308,112,49.564,1,10,0.8,-6.9,0.685,0.6805134,0.8260666,12,19,7,19,17,340000
2019-12-19 07:19:22.1,9706,100591,15.75,12.41,86,40.8304,112,49.5793,1,10,0.8,-6.9,1.014,0.6805066,0.8263217,12,19,7,19,21,420000
2019-12-19 07:19:27.04,9707,100592,12.57,12.41,86,40.8298,112,49.5978,1,10,0.8,-7.1,0.809,0.6804966,0.82663,12,19,7,19,26,360000
2019-12-19 07:19:31.32,9708,100593,9.15,12.41,86,40.8293,112,49.6142,1,10,0.8,-7.2,0.591,0.6804883,0.8269034,12,19,7,19,30,640000
2019-12-19 07:19:35.47,9709,100594,10.8,12.42,86,40.829,112,49.6308,1,10,0.8,-7.2,0.696,0.6804833,0.82718,12,19,7,19,34,790000
2019-12-19 07:19:40.03,9710,100595,11.43,12.42,86,40.8283,112,49.6474,1,10,0.8,-7.2,0.736,0.6804717,0.8274566,12,19,7,19,39,350000
2019-12-19 07:19:44.51,9711,100596,14.16,12.42,86,40.8279,112,49.6623,1,10,0.8,-7.2,0.912,0.680465,0.827705,12,19,7,19,43,830000
2019-12-19 07:19:48.68,9712,100597,13.25,12.42,86,40.8274,112,49.676,1,10,0.8,-7.2,0.853,0.6804567,0.8279333,12,19,7,19,48,0
2019-12-19 07:19:53.53,9713,100598,10.41,12.42,86,40.8268,112,49.6968,1,10,0.8,-7.3,0.671,0.6804467,0.82828,12,19,7,19,52,850000
2019-12-19 07:19:57.71,9714,100599,10.97,12.41,86,40.8263,112,49.7069,1,10,0.8,-7.4,0.707,0.6804383,0.8284483,12,19,7,19,57,30000
2019-12-19 07:20:02.27,9715,100600,18.65,12.42,86,40.8255,112,49.7271,1,10,0.8,-7.3,1.2,0.680425,0.828785,12,19,7,20,1,580000
2019-12-19 07:20:19.3,9716,100601,19.28,12.43,86,40.8254,112,49.7366,1,10,0.8,-7.3,1.24,0.6804234,0.8289433,12,19,7,20,18,610000
2019-12-19 07:20:23.38,9717,100602,23.49,12.42,86,40.8251,112,49.7483,1,10,0.8,-7.3,1.509,0.6804183,0.8291383,12,19,7,20,22,700000
2019-12-19 07:20:29.28,9718,100603,17.46,12.42,86,40.8245,112,49.7669,1,10,0.8,-7.8,1.123,0.6804083,0.8294483,12,19,7,20,28,600000
2019-12-19 07:20:33.58,9719,100604,20.25,12.41,86,40.8245,112,49.7724,1,10,0.8,-7.3,1.302,0.6804083,0.82954,12,19,7,20,32,900000
2019-12-19 07:20:37.75,9720,100605,18.6,12.42,86,40.8242,112,49.7817,1,10,0.8,-7.2,1.196,0.6804034,0.829695,12,19,7,20,37,70000
2019-12-19 07:20:42.1,9721,100606,30.2,12.42,86,40.8238,112,49.8006,1,10,0.8,-7.3,1.94,0.6803966,0.83001,12,19,7,20,41,420000
2019-12-19 07:20:46.13,9722,100607,27.24,12.41,86,40.8236,112,49.8128,1,10,0.8,-7.4,1.75,0.6803934,0.8302134,12,19,7,20,45,450000
2019-12-19 07:20:49.85,9723,100608,23.71,12.41,86,40.8234,112,49.8192,1,10,0.8,-7.4,1.524,0.68039,0.83032,12,19,7,20,49,170000
2019-12-19 07:20:53.58,9724,100609,28.83,12.41,86,40.8231,112,49.8321,1,10,0.8,-7.4,1.852,0.680385,0.830535,12,19,7,20,52,900000
2019-12-19 07:20:57.89,9725,100610,21.61,12.42,86,40.8225,112,49.8495,1,10,0.8,-7.6,1.389,0.680375,0.830825,12,19,7,20,57,210000
2019-12-19 07:21:02.12,9726,100611,20.81,12.41,86,40.8222,112,49.8633,1,10,0.8,-7.5,1.338,0.68037,0.831055,12,19,7,21,1,440000
2019-12-19 07:21:06.49,9727,100612,20.81,12.41,86,40.8216,112,49.8741,1,10,0.8,-7.5,1.338,0.68036,0.831235,12,19,7,21,5,810000
2019-12-19 07:21:13.75,9728,100613,18.08,12.4,86,40.821,112,49.891,1,10,0.8,-8,1.163,0.68035,0.8315166,12,19,7,21,13,70000
2019-12-19 07:21:18.38,9729,100614,22.69,12.41,86,40.8207,112,49.8951,1,10,0.8,-7.5,1.458,0.680345,0.831585,12,19,7,21,17,700000
2019-12-19 07:21:24.46,9730,100615,25.71,12.41,86,40.8205,112,49.9024,1,10,0.8,-7.6,1.652,0.6803417,0.8317067,12,19,7,21,23,780000
2019-12-19 07:21:29.01,9731,100616,32.3,12.4,86,40.82,112,49.9207,1,10,0.8,-7.7,2.075,0.6803333,0.8320117,12,19,7,21,28,330000
2019-12-19 07:21:33.47,9732,100617,29.86,12.4,86,40.8197,112,49.9336,1,10,0.8,-7.8,1.918,0.6803283,0.8322267,12,19,7,21,32,790000
2019-12-19 07:21:37.64,9733,100618,24.57,12.39,86,40.8193,112,49.9426,1,10,0.8,-7.8,1.579,0.6803217,0.8323766,12,19,7,21,36,960000
2019-12-19 07:21:42,9734,100619,22.8,12.39,86,40.8187,112,49.9596,1,10,0.8,-7.8,1.466,0.6803116,0.8326599,12,19,7,21,41,320000
2019-12-19 07:21:46.03,9735,100620,18.03,12.39,86,40.8183,112,49.972,1,10,0.8,-7.8,1.159,0.680305,0.8328666,12,19,7,21,45,350000
2019-12-19 07:21:50.54,9736,100621,17.34,12.4,86,40.8179,112,49.9868,1,10,0.8,-7.8,1.116,0.6802984,0.8331134,12,19,7,21,49,860000
2019-12-19 07:21:54.15,9737,100622,12,12.4,86,40.8176,112,49.9982,1,10,0.8,-7.8,0.773,0.6802934,0.8333034,12,19,7,21,53,470000
2019-12-19 07:21:58.55,9738,100623,13.48,12.41,86,40.8171,112,50.0132,1,10,0.8,-7.9,0.868,0.680285,0.8335533,12,19,7,21,57,860000
2019-12-19 07:22:02.68,9739,100624,11.88,12.42,86,40.8169,112,50.0252,1,10,0.8,-7.8,0.766,0.6802816,0.8337534,12,19,7,22,2,0
2019-12-19 07:22:06.71,9740,100625,11.2,12.42,86,40.8164,112,50.0372,1,10,0.8,-7.8,0.722,0.6802733,0.8339534,12,19,7,22,6,30000
2019-12-19 07:22:10.74,9741,100626,11.09,12.42,86,40.8159,112,50.0497,1,10,0.8,-7.8,0.715,0.680265,0.8341617,12,19,7,22,10,60000
2019-12-19 07:22:14.95,9742,100627,17.63,12.41,86,40.8156,112,50.0672,1,10,0.8,-7.7,1.134,0.68026,0.8344534,12,19,7,22,14,270000
2019-12-19 07:22:19.24,9743,100628,11.32,12.42,86,40.8152,112,50.0816,1,10,0.8,-7.8,0.729,0.6802534,0.8346933,12,19,7,22,18,560000
2019-12-19 07:22:23.08,9744,100629,10.75,12.42,86,40.8149,112,50.0947,1,10,0.8,-8,0.693,0.6802483,0.8349117,12,19,7,22,22,400000
2019-12-19 07:22:27.15,9745,100630,8.93,12.41,86,40.8144,112,50.109,1,10,0.8,-7.6,0.576,0.68024,0.83515,12,19,7,22,26,470000
2019-12-19 07:22:31.21,9746,100631,13.19,12.41,86,40.8141,112,50.1234,1,10,0.8,-7.5,0.85,0.680235,0.83539,12,19,7,22,30,530000
2019-12-19 07:22:35.19,9747,100632,16.83,12.41,86,40.8135,112,50.1375,1,10,0.8,-7.3,1.083,0.680225,0.835625,12,19,7,22,34,510000
2019-12-19 07:22:38.98,9748,100633,21.21,12.41,86,40.8129,112,50.1503,1,10,0.8,-7.3,1.364,0.680215,0.8358383,12,19,7,22,38,300000
2019-12-19 07:22:45.17,9749,100634,14.5,12.39,86,40.812,112,50.1699,1,10,0.8,-7.7,0.933,0.6802,0.836165,12,19,7,22,44,490000
2019-12-19 07:22:49.39,9750,100635,14.5,12.4,86,40.8119,112,50.1816,1,10,0.8,-6.5,0.933,0.6801984,0.83636,12,19,7,22,48,710000
2019-12-19 07:22:53.41,9751,100636,12.62,12.41,86,40.8115,112,50.1927,1,10,0.8,-6.3,0.813,0.6801917,0.836545,12,19,7,22,52,730000
2019-12-19 07:22:57.7,9752,100637,10.18,12.4,86,40.8111,112,50.1995,1,10,0.8,-5.9,0.656,0.680185,0.8366583,12,19,7,22,57,20000
2019-12-19 07:23:01.98,9753,100638,10.06,12.41,86,40.8106,112,50.2193,1,10,0.8,-5.9,0.649,0.6801766,0.8369883,12,19,7,23,1,300000
2019-12-19 07:23:05.85,9754,100639,8.02,12.39,86,40.8103,112,50.2284,1,10,0.8,-6,0.518,0.6801717,0.83714,12,19,7,23,5,170000
2019-12-19 07:23:09.65,9755,100640,10.86,12.39,86,40.8099,112,50.2411,1,10,0.8,-6.1,0.7,0.680165,0.8373517,12,19,7,23,8,970000
2019-12-19 07:23:13.92,9756,100641,8.53,12.39,86,40.8092,112,50.2592,1,10,0.8,-6.1,0.551,0.6801533,0.8376534,12,19,7,23,13,230000
2019-12-19 07:23:17.78,9757,100642,14.73,12.4,86,40.8089,112,50.269,1,10,0.8,-6.1,0.948,0.6801483,0.8378166,12,19,7,23,17,100000
2019-12-19 07:23:22.02,9758,100643,13.48,12.39,86,40.8085,112,50.2855,1,10,0.8,-6,0.868,0.6801416,0.8380917,12,19,7,23,21,340000
2019-12-19 07:23:26.09,9759,100644,14.5,12.4,86,40.808,112,50.298,1,10,0.8,-6,0.933,0.6801333,0.8383,12,19,7,23,25,410000
2019-12-19 07:23:29.78,9760,100645,16.09,12.4,86,40.8077,112,50.3078,1,10,0.8,-6,1.035,0.6801283,0.8384634,12,19,7,23,29,100000
2019-12-19 07:23:33.54,9761,100646,15.41,12.4,86,40.8074,112,50.3229,1,10,0.8,-6,0.992,0.6801234,0.838715,12,19,7,23,32,860000
2019-12-19 07:23:37.42,9762,100647,14.67,12.4,86,40.8071,112,50.3379,1,10,0.8,-6,0.944,0.6801183,0.838965,12,19,7,23,36,740000
2019-12-19 07:23:41.48,9763,100648,19.62,12.39,86,40.8068,112,50.3499,1,10,0.8,-6,1.262,0.6801134,0.839165,12,19,7,23,40,800000
2019-12-19 07:23:45.24,9764,100649,30.31,12.4,86,40.8065,112,50.3597,1,10,0.8,-5.9,1.947,0.6801083,0.8393283,12,19,7,23,44,560000
2019-12-19 07:23:49.15,9765,100650,27.41,12.4,86,40.806,112,50.3705,1,10,0.8,-5.9,1.761,0.6801,0.8395083,12,19,7,23,48,470000
2019-12-19 07:23:56.88,9766,100651,18.03,12.37,86,40.8052,112,50.387,1,10,0.8,-7,1.159,0.6800866,0.8397834,12,19,7,23,56,200000
2019-12-19 07:24:01.22,9767,100652,16.61,12.39,86,40.8051,112,50.3966,1,10,0.8,-6.3,1.068,0.680085,0.8399433,12,19,7,24,0,540000
2019-12-19 07:24:05.53,9768,100653,12,12.39,86,40.8048,112,50.4088,1,10,0.8,-6.3,0.773,0.68008,0.8401466,12,19,7,24,4,850000
2019-12-19 07:24:09.56,9769,100654,17,12.37,86,40.8044,112,50.4195,1,10,0.8,-6.4,1.094,0.6800734,0.840325,12,19,7,24,8,880000
2019-12-19 07:24:13.52,9770,100655,13.36,12.37,86,40.8041,112,50.4327,1,10,0.8,-6.4,0.86,0.6800683,0.840545,12,19,7,24,12,840000
2019-12-19 07:24:17.45,9771,100656,10.92,12.38,86,40.8036,112,50.4443,1,10,0.8,-6.4,0.704,0.68006,0.8407383,12,19,7,24,16,770000
2019-12-19 07:24:21.38,9772,100657,13.02,12.38,86,40.8031,112,50.4585,1,10,0.8,-6.5,0.839,0.6800517,0.840975,12,19,7,24,20,700000
2019-12-19 07:24:25.77,9773,100658,14.22,12.39,86,40.8027,112,50.4698,1,10,0.8,-6.6,0.915,0.680045,0.8411634,12,19,7,24,25,90000
2019-12-19 07:24:29.84,9774,100659,17.69,12.38,86,40.8022,112,50.4831,1,10,0.8,-6.6,1.138,0.6800366,0.841385,12,19,7,24,29,160000
2019-12-19 07:24:33.65,9775,100660,18.82,12.39,86,40.8018,112,50.4947,1,10,0.8,-6.6,1.21,0.68003,0.8415784,12,19,7,24,32,970000
2019-12-19 07:24:37.84,9776,100661,12.23,12.4,86,40.8013,112,50.5076,1,10,0.8,-6.6,0.788,0.6800217,0.8417933,12,19,7,24,37,160000
2019-12-19 07:24:41.95,9777,100662,11.77,12.38,86,40.8007,112,50.523,1,10,0.8,-6.9,0.758,0.6800117,0.8420499,12,19,7,24,41,270000
2019-12-19 07:24:45.9,9778,100663,10.63,12.4,86,40.8003,112,50.5348,1,10,0.8,-7,0.685,0.680005,0.8422467,12,19,7,24,45,210000
2019-12-19 07:24:53.02,9779,100664,8.36,12.39,86,40.8001,112,50.547,1,10,0.8,-6.8,0.54,0.6800016,0.84245,12,19,7,24,52,340000
2019-12-19 07:24:56.98,9780,100665,15.18,12.38,86,40.7996,112,50.5583,1,10,0.8,-6.8,0.977,0.6799934,0.8426383,12,19,7,24,56,300000
2019-12-19 07:25:04.31,9781,100666,14.56,12.39,86,40.7989,112,50.5767,1,10,0.8,-7.5,0.937,0.6799817,0.842945,12,19,7,25,3,630000
2019-12-19 07:25:10.45,9782,100667,23.15,12.38,86,40.7983,112,50.5848,1,10,0.8,-7,1.488,0.6799717,0.84308,12,19,7,25,9,770000
2019-12-19 07:25:14.84,9783,100668,35.66,12.38,86,40.798,112,50.589,1,10,0.8,-7,2.29,0.6799667,0.84315,12,19,7,25,14,160000
2019-12-19 07:25:19.16,9784,100669,33.1,12.37,86,40.797,112,50.6021,1,10,0.8,-6.9,2.126,0.67995,0.8433683,12,19,7,25,18,480000
2019-12-19 11:37:02.22,9785,100670,-0.06,12.85,86,40.5545,112,52.6936,1,11,0.7,-6.4,0,0.6759083,0.8782266,12,19,11,37,1,540000
